Response Id,Where did you attend SEO Scholars?,High School Graduation Year (Class),Group,Race/Ethnicity,Not listed (Race/Ethnicity ),Gender Identity:,Not listed (Gender Identity),What do you like most about SEO?,What do you dislike most about SEO?,I enjoy coming to SEO most of the time.,I try to do my best in my SEO courses.,My instructors’ expectations make me want to do my best.,What I learn in class helps me outside of SEO.,I take pride in my SEO work.,I am getting a high-quality education through SEO.,My classmates at SEO are supportive of me.,I am comfortable seeking assistance from my classmates at SEO.,I feel connected to my peers at SEO.,How would you rate the communication and support provided by SEO staff and instructors?,Did SEO meet your expectations in terms of content and quality?,Have you noticed any improvements in your academic performance since participating in SEO?,I would recommend SEO Scholars to a friend.,Why or why not?,Because your instructors ask or tell you to?,Even when your instructor doesn't ask or tell you to?,Most students at SEO want to do well in class.,I really feel like part of the SEO community.,I can usually be myself around other students at SEO.,Most students at SEO are friendly to me.,Most adults at SEO treat students with respect.,Discipline at SEO is fair.,"Adults at SEO respect people from different backgrounds (e.g. people of different races, ethnicities, and genders).","If given the option, I believe that Weekday programming should:",Brightspace,Desmos,Hypothesis,Nearpod,What would make your experience on the platforms above better? Please explain below.,Navigating in and out of your Math courses to access ELA content,Navigating in and out of your ELA courses to access Math content,Process of submitting your Math assignments,Process of submitting your ELA assignments,Accessing your grades and instructor feedback on your work,"Since using Brightspace, what tools on the platform have you used so far:",Which tools did you find the most helpful on Brightspace this semester:,What would help make your experience on Brightspace better? Please explain below.,"Out of the following options, what motivates you most to learn?",How much time do you spend every day on school homework?,How much time do you spend every day on SEO assignments?,Check all the statements below regarding SEO assignments that apply to you:,How often do you experience situations or challenges that make it difficult to learn at home?,"If you want to share any more information on the challenges you're experiencing in your learning environment at home, please do so here.",How would you evaluate your overall academic experience with your instructors this semester?,My instructors have fair rules for the class and are extremely impartial.,My instructors ask each one of us whether we have understood what they taught and help us in case we have doubts.,Did your instructors at SEO encourage you to perform better?,Did your instructors guide you in setting personal targets and developing strategies to achieve that target?,"After each assignment, did your instructor help you in understanding ways to improve your work?",Try to be fair?,Are willing to give extra help on work if you need it?,Are not just satisfied if you pass they care if you are really learning?,Believe that you can get a good grade if you try?,Connect what you are learning in class with your life outside of SEO?,Make an effort to understand what your life is like outside of SEO?,The work that I do for my math classes is challenging and pushes me to learn new concepts and skills.,I look forward to my math class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find math resources to help support my progress in this class.,"When asked to work with my classmates on a math problem, I contributed to conversations and shared my ideas.",I found it helpful to work with my classmates on math problems.,What is one big mathematical idea that you learned in this class?,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my Math instructor(s) understand the subjects that they are teaching.,The work that I do for my ELA classes is challenging and pushes me to learn new concepts and skills.,I look forward to my ELA class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find ELA resources to help support my progress in this class.,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my ELA instructor(s) understand the subjects that they are teaching.,"This semester, how would you rate your Advisory/IE class experience at SEO?","What could we do to make the Advisory/IE curriculum at SEO more relevant, helpful and/or meaningful to you?","What would you change about the curriculum or instruction in Advisory/IE class that would improve your experience and success in your high school courses, personal life, and current and future academic pursuits?",How would you rate your opening circle experience in your most recent semester?,Please share the opening circle topics you enjoyed the most.,How would you rate your academic or college advising experience in your most recent semester?,I felt supported and known by my Program Manager/Student Advisor.,I felt comfortable going to my Program Manager/Student Advisor if I had a question or problem.,My Program Manager/Student Advisor was engaging and well-prepared during the Opening Circle.,The Program Manager/Student Advisor Hour sessions were useful to me.,My Program Manager/Student Advisor did a good job building community with me and my SEO peers.,I feel like I had the right amount of 1-on-1 advising meetings with my Program Manager/Student Advisor.,"Are there any specific practices or tools that you learned at SEO that have helped you in your high school and if so, what are they?",Is there anything else you would like to tell us about your SEO experience? Please provide any comments you’d like to share below.
13296,Site B,Class of 2017 (CO17),I,Asian or Pacific Islander,,Man,,SEO is getting me ready for college or my career,SEO does not do enough to inspire me to be a good student,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Fair,Dissatisfied,My academic performance has worsened.,,,Sometimes,Rarely,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Be fully online,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Difficult,,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Difficult,Downloaded the Brightspace Pulse App on my phone,Course announcements,,Intrinsic motivation - When I have genuine interest in the topic,<2 Hours,<2 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Always,,Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,,,Fair,,Excellent,Agree,Agree,Agree,Agree,Agree,Agree,setting goals,
13949,Site B,Class of 2017 (CO17),F,Asian or Pacific Islander,,Man,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness",My classes don't do enough to challenge me to think critically,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Be fully online,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Different courses,Moderately Easy,Moderately Easy,Very Easy,Very Easy,Moderately Easy,"Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Due date reminders on Brightspace,Badges and awards for course completion",Nothing,"Goal setting - When I set clear, achievable objectives",<2 Hours,2-3 Hours,"I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.",Rarely,,Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,"Derivative, tangent lines",Group work in math 3,Final quiz,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,The warmups we did activities which were fun like charades,Arguments,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Good,Interviews were good and fun,I would keep it the same since it was an interesting lesson about success,Excellent,,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I learned a lot about finance and banking and college from my PM which helps a lot.,
13270,Site B,Class of 2018 (CO18),F,Latinx,,Woman,,SEO inspires me to do my best,"My classes don't do enough to challenge me to think critically,SEO is not getting me ready for college or my career",Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Good,Dissatisfied,I have not noticed any significant changes in my academic performance.,Agree,"Yes the mission of SEO is great, but I wish the content was more based on getting you a higher education, and getting you into that dream college.",Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Remain in-person,Very Easy,Moderately Easy,N/A,N/A,I wish we could see our grade in a class and what we are missing like on google classroom.,Very Easy,Very Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Due date reminders on Brightspace,,Real-life relevance - When lessons incorporate real-world applications and examples,<2 Hours,<2 Hours,"I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Always,,Satisfied,Agree,Agree,Sometimes,Rarely,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Agree,Disagree,Disagree,Agree,Agree,Agree,Proofs,Proofs,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,,,Excellent,,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,
13267,Site B,Class of 2018 (CO18),C,Latinx,,Man,,My classes challenge me to think critically,"SEO does not do enough to inspire me to be a good student,Students and staff don't treat each other with enough respect and fairness,SEO does not provide me with enough opportunities to build community with my peers.",Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Poor,Satisfied,I have not noticed any significant changes in my academic performance.,Disagree,Because I still struggle to find SEO in my schedule,Always,Always,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Remain in-person,Very Easy,Very Easy,N/A,N/A,,Very Easy,Very Easy,Very Easy,Very Easy,Very Difficult,Accessed my grades and instructor feedback on assignments,"Course announcements,Due date reminders on Brightspace",,Social connections - When I have positive peer and teacher relationships,>5 Hours,<2 Hours,"I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Always,,Satisfied,Agree,Agree,Rarely,Rarely,Sometimes,Sometimes,Always,Never,Always,Never,Never,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,,,Good,,Fair,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,,
13260,Site B,Class of 2018 (CO18),K,Latinx,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Excellent,Very Satisfied,I have experienced noticeable improvements in my academic performance.,Strongly Agree,,Always,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A hybrid of both in-person and online,Moderately Easy,Moderately Easy,N/A,N/A,,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Checked due dates on the calendar tool,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Course announcements,Email notifications from Brightspace,Due date reminders on Brightspace",,Social connections - When I have positive peer and teacher relationships,2-3 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.",Rarely,,Satisfied,Strongly Agree,Agree,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,The most engaging or memorable topic for me in this class was when we were learning about fractions.,"Learning about the keep, change, flip method.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Excellent,,,Excellent,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
13257,Site B,Class of 2018 (CO18),A,Black or African American,,Man,,Students and staff treat each other with respect and fairness,SEO is not getting me ready for college or my career,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Excellent,Dissatisfied,I have not noticed any significant changes in my academic performance.,Agree,,Sometimes,Rarely,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Moderately Easy,Very Easy,N/A,N/A,,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Difficult,Accessed my grades and instructor feedback on assignments,Email notifications from Brightspace,,Intrinsic motivation - When I have genuine interest in the topic,<2 Hours,<2 Hours,I am overwhelmed by the amount of assignments in the program.,Never,,Satisfied,Strongly Agree,Strongly Agree,Sometimes,Rarely,Sometimes,Always,Always,Sometimes,Always,Rarely,Rarely,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,,,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,,,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Fair,,,Good,,Good,Strongly Agree,Agree,Agree,N/A,Agree,N/A,,
13252,Site B,Class of 2018 (CO18),B,Asian or Pacific Islander,,Woman,,SEO is getting me ready for college or my career,My classes don't do enough to challenge me to think critically,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Dissatisfied,I have not noticed any significant changes in my academic performance.,Strongly Disagree,,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A hybrid of both in-person and online,Very Easy,Very Easy,N/A,N/A,,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Adjusted my personal notification settings,Checked due dates on the calendar tool,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments","Course announcements,Due date reminders on Brightspace",,Real-life relevance - When lessons incorporate real-world applications and examples,<2 Hours,<2 Hours,I find the assignments from SEO Scholars to be meaningful.,Never,,Satisfied,Agree,Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,,,Excellent,,Fair,Agree,Agree,Agree,Agree,Agree,Agree,,
13238,Site B,Class of 2018 (CO18),H,Latinx,,Woman,,Students and staff treat each other with respect and fairness,"SEO does not do enough to inspire me to be a good student,I don't have enough supportive instructors who care about me and help me",Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Fair,Dissatisfied,I have not noticed any significant changes in my academic performance.,Agree,,Sometimes,Rarely,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,A hybrid of both in-person and online,Moderately Difficult,Moderately Easy,N/A,Moderately Easy,,Moderately Difficult,Moderately Difficult,Moderately Easy,Moderately Easy,Moderately Difficult,Accessed my grades and instructor feedback on assignments,Course announcements,,Intrinsic motivation - When I have genuine interest in the topic,2-3 Hours,2-3 Hours,"I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Sometimes,,Not Satisfied,Strongly Disagree,Agree,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,,,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,,,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Fair,,,Poor,,Fair,Disagree,Strongly Disagree,Agree,N/A,Disagree,Disagree,,
13623,Site B,Class of 2018 (CO18),I,Latinx,,Woman,,"I have supportive instructors who care about me and help me,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,Agree,,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Moderately Easy,Moderately Easy,N/A,N/A,,Moderately Easy,Moderately Easy,Moderately Difficult,Moderately Easy,Moderately Easy,"Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Due date reminders on Brightspace,,"Goal setting - When I set clear, achievable objectives",2-3 Hours,3-4 Hours,"I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Never,,Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Disagree,Agree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,,,Good,,Good,Agree,Agree,Agree,Agree,Agree,N/A,,
13229,Site B,Class of 2017 (CO17),K,Prefer not to say,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",I feel adequately supported by SEO staff.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Sometimes,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Be fully online,Very Easy,Very Easy,Moderately Easy,Very Easy,,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,"Checked due dates on the calendar tool,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Due date reminders on Brightspace",,Intrinsic motivation - When I have genuine interest in the topic,3-4 Hours,<2 Hours,"I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Satisfied,Agree,Agree,Always,Always,Always,Always,Always,Always,Always,Rarely,Sometimes,Agree,Agree,Agree,Agree,Disagree,Disagree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,,,Good,,Good,Agree,Agree,Agree,Agree,Agree,Agree,,
13312,Site C,Class of 2018 (CO18),A,Latinx,,Woman,,SEO is getting me ready for college or my career,I feel adequately supported by SEO staff.,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,Agree,I would recommend seo scholars to a friend because it is an opportunity to get to know other people.,Rarely,Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A hybrid of both in-person and online,Moderately Easy,Moderately Difficult,N/A,Moderately Easy,Easier to access,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Easy,Accessed my grades and instructor feedback on assignments,Email notifications from Brightspace,More organized,Social connections - When I have positive peer and teacher relationships,2-3 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Satisfied,Agree,Agree,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,I learned cross multiplication in my math class.,Learning about our identity was the most engaging.,Sometimes paying attention because there's a lot of talking on my classes.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Reading about fixed mindsets in articles was really interesting.,Writing the letter to my teacher was a little difficult because I wouldn't to include how I felt but also include information about what I was arguing for.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,"More engaging activities,",Nothing,Good,,Good,Agree,Agree,Agree,Agree,Agree,Agree,no,no
13353,Site C,Class of 2018 (CO18),C,Latinx,,Woman,,SEO is getting me ready for college or my career,SEO does not do enough to inspire me to be a good student,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Excellent,Satisfied,I have seen slight improvements in my academic performance.,Agree,To have them here with me.,Sometimes,Sometimes,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,A hybrid of both in-person and online,Moderately Difficult,Very Easy,N/A,Very Easy,,Moderately Difficult,Moderately Difficult,Moderately Easy,Moderately Difficult,Very Difficult,"Adjusted my personal notification settings,Downloaded the Brightspace Pulse App on my phone",Badges and awards for course completion,,Praise - When I get timely recognition for hard work and growth,3-4 Hours,<2 Hours,"I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Sometimes,,Satisfied,Strongly Agree,Agree,Always,Rarely,Always,Sometimes,Always,Sometimes,Always,Rarely,Sometimes,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,How to do stuff with fractions,N/A,"The fraction, definitely to miles or anything with measurements.",Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Learning about things like verbs and nouns,Writing,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Good,I would have liked to not write as much in this class.,Learning about important things that apply to life.,Good,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,N/A,N/A
13370,Site C,Class of 2018 (CO18),C,Asian or Pacific Islander,,Woman,,I have supportive instructors who care about me and help me,My classes don't do enough to challenge me to think critically,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,Satisfied,I have seen slight improvements in my academic performance.,Agree,The instructors are really supportive even if the subject is difficult. They also will help you one on one if you really need it.,Always,Always,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,A hybrid of both in-person and online,Moderately Difficult,Very Easy,Moderately Difficult,Very Easy,I think the thing with these platforms are that they can be pretty unorganized and difficult to understand. I feel like Brightspace would be better if it was something like google classroom so that I don't have to dig through my drive to find copies of previous assignments,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Difficult,Moderately Easy,"Adjusted my personal notification settings,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments","Course announcements,Due date reminders on Brightspace",I feel like they need to make it more organised like google classroom. The google doc copies that we have is difficult to find,"Feedback - When I get timely, constructive feedback",2-3 Hours,<2 Hours,"I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,Sometimes my wifi is like bad so I can't submit my homework on time sometimes,Satisfied,Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,I learned that math has a logical aspect and proof of contradiction,i remember the jeopardy thing we did in class. it was fun,I think the classwork in desmos confused me a lot,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,I remember talking about the types of intelligences,When we start writing sometimes i don't understand how to start,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Good,I think it would be more fun if we get to learn more about other classmates,I think it would be nice if we learned more useful topics,Good,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I learned how to manage my time and take notes from jose,L is super cool
13372,Site C,Class of 2018 (CO18),B,Latinx,,Woman,,My classes challenge me to think critically,Students and staff don't treat each other with enough respect and fairness,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Excellent,Very Satisfied,I have experienced noticeable improvements in my academic performance.,Strongly Agree,Because it has helped me learn and understand more about college. And because SEO pushes me to do my very best and I feel like that push could help a lot of other students.,Always,Sometimes,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Very Easy,Very Easy,N/A,Very Easy,"My experience with all of them was good, they were easy to navigate and I understood how to use them.",Very Easy,Very Easy,Moderately Easy,Very Easy,Moderately Easy,"Accessed scholar tech support link,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Course announcements,Email notifications from Brightspace,Due date reminders on Brightspace",,"Goal setting - When I set clear, achievable objectives",2-3 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Very Satisfied,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,I learned about the number system.,When we were learning about fractions and how to find a part of a fraction because that is where I was engaging most in.,A topic that I felt difficult about this class was when we had to make a mathematical statement.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"When we learned about how there is a ""growth"" mindset and a ""fixed"" mindset. And I noticed if my classes have a growth or fixed mindset.",What felt the most confusing was when we had to choose a class that had a fixed mindset and write about it because not any of my classes had a fixed mindset.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Excellent,"N/A, the class was great.",I think just giving us more time for assignments.,Excellent,,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,I enjoyed it a lot and I'm so happy to have this opportunity.
